id,content,label,cleaned_length
206,تونس مف هو شي حلو مسرور ضاحك أصل حزين مغموم احترامي تونس,happiness,56
207,أن شاء الله مبروك على هو طهور حمد الله على دين الاسلام,happiness,54
208,ماشاء الله عجبة هو كي فسر علاش محبة يتش الماتشا توفيق,happiness,53
209,حمد الله يا ربي لباس على هو ربي زأى البڤ زا مقارنة هو إلى هو,happiness,60
210,الله بارك حي جزائر شعب جزائر ضل وحدة وطني مجد خلود شهيد هو برر,happiness,62
211,جلسي بلادك علاش داخلة تونس مسرور ضاحك مسرور ضاحك مسرور ضاحك,happiness,59
212,حاجة مما همش كيفاش وجهة مفضل لي جزاىر راح تونس,happiness,46
213,حي تونس تاريخ حاضر مستقبل قاهرة جرذان كي هو غاليا ماهيش عاجبة تونس علاش جايا شدو لا دكم معادش جاو مرخصكم تجيو تونس زاحم مستشفى هو نادق هو مبعد تسبى خليك هو أحسن سياحة أجنبي أفضل مليون عربي ناتن عايشين صرف متاع منحة طالة فقر حل كشخة على هو مشكلة هو رخيص كيفم,happiness,257
214,الله بارك هو وحد قبول,happiness,21
215,تونس ياتونس علاش أحب هو,happiness,23
216,محير أمق اتسعمال جزائري الفاظ رنسية رغم عربية هو ميزة نزل هو قرآان الأخت شاء الله باس محتشم غاية معذر,happiness,101
217,دراهمنا طايحين ختي ماشي سعر تونس غالية,happiness,38
218,تونس مفماش زواولة كيفم,happiness,22
219,شفت بغض لي ليكومنتار التوانسة أسف كنت تونس منذ يوم بغض هو بدا على هو ملجدود روح شفت الزوالي تونسي خرج خيرات بلادي قدام عينينا عايشين خير بلد هو عاير هو طيرو سما ماتلحققوش تراب أرض لي مشى على هو جزائري فكم كيف جارون خرين حقودي كثر خير دزاير لي هو حالة حد تاكل هو خبز عمر سانس المازوت كلش شفة غاز تالي ماعندم دارك جيعان طالاب تعاير سيادكم,happiness,336
220,الحمدالل هنا عايشين باس الحمدلله,happiness,32
221,مفروض هدر تجيب هو عين دراع فال شاء الله خلاص تونسة راهم عايشين معنى هو منهم,happiness,75
223,ممكن متابعة اللٰه بارك هو خاوتي,happiness,31
224,زيت أعى تونس عنا مشي كفف هٰذا سبب أهظ ثمن شيء ذكرة هو ماشي كفكف,happiness,63
225,شرط لباس شرعي امرأة مسلم استيعاب جميع بدن استثني كان ثوب زينة نفس كان صفيق شفى كان فضيف غير ضيق وصف,happiness,99
226,شاء الله ربي حفظ هو هبل كلام موزون تواضع ثقة نفس افتخار بلد شهيد جزائر,happiness,70
227,كيفاش تونس ولاية جزائر,happiness,22
228,كنم ديم جزائري اقوى بلد عالم داءما هو فماش فكم رحم ربي أقوى شعب عالم,happiness,68
229,توفيق جميع متحمس سعيد,happiness,21
230,شبات قال قمرات الله بارك,happiness,24
232,اللٰه عيشين لباس فما هو مالفا التسول صغر سلالة عايلة هو أو بل آحر هو,happiness,68
233,شاء الله تبارك الرحمن بنات جزائر حبيب,happiness,37
234,الله بارك,happiness,9
235,بصح عندكم واحد ملفوف الله بارك,happiness,30
236,الله بارك اترى هو,happiness,17
237,معيشة عندنا هو كيف كيف حن حنا معيشة صعابت غير لي لباس على هو راهو عايش,happiness,70
238,علاه أضبح على هو علا الله بارك بلد هو وصح عام لي فات كي دخل حد بكيت,happiness,67
239,هو علا رايحة لتونس,happiness,18
240,عنددك حق انا رح هرب حي جزائر كلش غالي تونس ارجهت روحت هرن شاء الله مطعم شاء الله رغم اني اعيش غربة حي جزائر لاد خير,happiness,115
241,بلاهي عاش بلد فقر كيف هو فكم وجاية فشلم تي بري فلوسكم درى هو هو صفر ماتجي شيء طايح ماأس رنك دينار هو طالع يا ذكي عايشين حمد اللٰه ركة ربي بلادنا,happiness,144
242,خيتي ايجي مرحبا أما ماتحك حاجة انتي ماكش فاهم شيء أحب تكلم كهو راو الفلوس الي جأى بي هو ماتعملك شيء دينار جزائري طايح دينار جزائري وجي فرنك تونسي خاص الي فك تجي تونسي نقظي بي هو انا نهار انتي أحب شرى الحلو حاس سيدي سعيد سكن شويا عيشك زأى التبهليل الهزان نفظان قتل الياغرت غالي قلت لحم نقلك عادي جزائر غالي شيء عادي غير إنسان الي هو ربي ديما تشفع مايعج هو عجب كيفك هو,happiness,366
243,مساول تونس حشمة هو روح هو حزين مغموم حسو,happiness,40
244,إنسان خرج طبل انقلاب هو سبب بلاء منذ انقلاب مواطن تونسي عصر طحن يوم مبروك فرح الدكتاتورية عاش الدكتاتور تونس بدون ديكتاتور ليس تونس,happiness,131
245,لباس على هو حمد اللٰه اش خلاك جأى سبعة مرة,happiness,42
246,بلد عهد بن علي لباس علي هو مشاء بن علي جات السراق خون متخذل كذب,happiness,63
247,مدام هٰكذا علا رايحة تونس متفكر,happiness,31
248,حمد الله تونس جتنا ازم كي عالم الحمدالل عنا رخيص هو متوسط هو غالي نشربو حليب ياغورط ولباس,happiness,89
249,هو ماشية جاية تونس علا,happiness,22
250,شن تونس ولاية تونس دولة اختلف شي دزاير غالية قارن فلوس تونس دزاير هذاك علاش جاتك غالية برشا أما نسبة تونسي باس حمد الله شرى نسهرو ناكلو نمشو مكان,happiness,145
252,أجمل ابنة هو بارك الله شاء الله,happiness,31
253,عندي صحابي تونس قالولي هو ماعندوش موى,happiness,37
254,آخر زيارة تونس مليح هو الامان درك الله اعلم قال غالية كري الله بارك,happiness,67
255,دينار الجزاءري راه عيشك غي بلادك قيمة هو طايح مسرور ضاحك مسرور ضاحك مسرور ضاحك,happiness,78
256,مسرور ضاحك كي جزائر كي تونس كي مغرب أفكى إفريقيا مسلم حبس فتنة,happiness,62
257,أش فائدة دينار تونسي بلد هو عاشك نتوم قيمة دينار عالي سباب سياحة توافد سائح أما هو عندكمش مداخيل عملة صعب غير هو انتجى أصنع عندكم ثروة هو سباب ليبيا جزائر اللي لا دكم مزال هو واقفة,happiness,180
258,جزائري مشى أي دولة انتقض رغم حالة فقر الباس تعنر حقد آخر,happiness,56
259,شاء الله على هو,happiness,15
260,الله بارك بنت هو هو عين أيود كثير هو,happiness,36
261,ماشي كيفكيف أسكو دولة جزائري عاملة سياسة دعم مادة استهلاكي ذٰلك فرقة شاسع,happiness,73
262,سياحة فقير سياحة مليون جاوع شدو لا دكم مخيب منضرة هو نهار طولو تبكو شكا على هو ماهوش ذنبنا إلى عملة هو طايح معند هو قيمة تونس أجاه عشرة ملين سايح واحد هو شكى غلاء معيشة إلا هو يا شعب طابير حمدالل عايشين خير نعمة منعى سوء تغذية كيفم,happiness,231
263,علاه تجو تونس تشكى تونس شعب مريض,happiness,32
264,زار تونس جزيرة جربة انا عائلة صيف اقسم اللٰه غير حطونا تاج فوق رأس هو شاء الله شعب تونس كي عرف بلي جزائري حكومة شعب ربي حفظ هو رمضان الابواب مايجوزش فطر منتفرجو كاتش توانسا,happiness,172
265,تونس بلد الزوالي عاش باس حذاقة نساء قناعة ولباس,happiness,47
266,أجمل أحلى بنت هو شاء الله,happiness,25
267,صحيح كلام هو ياسر غلا تونس,happiness,26
268,كيفاش قال تونس ولاية جزائري,happiness,27
269,أحنا بلد هو تونس حمد اللٰه عايشين باس على هو ناكل الياغورت الڨاطو لحم الحوت رأس أختى باس أكبر دليل شوف المرشيات تلقى هو ملي التوانسة أمشي كارفور تلقى هو مليانة أدخل المغارات لباس تلقى هو مليانة امشي مطعم تلقى هو مليانة التوانسة صرف اللٰه إس على هو التوانسة لأ كان أنتومة تشفى هو غالية متقدروش تعيش حكم دينار جزائري طايح دينار تونسي طالع تجيبو شكارة فلوس رقتين فل تونس,happiness,367
270,علا حسب سميك هو خلص كفكف تونس دزير درهم هو كتر متع سبعة مر بلك هو خير هو هدي نت هو رهم ضحو على تونسا هيا رجل هو دندو لي خل هو تركولي معا بنت هو خدم بن زوج لوكان جتي باس على كول عام وين ركي مشي غير تونس يا لفقيرة,happiness,211
271,لالأ يا ختي راكي أبدل دينار تونسي جزاءري أنو درى هو هو غاليين علا درى هو هو عنى زم حسب نسبة سميك تعهم ماشي دينار تاعنا تبانل راكي غالطة كفاش راكي حسب نضن انو مستوى معيشي حنا التوانسا قريب كيفكيف,happiness,194
272,مرحبا بيك اختي عندك حق اللٰه تونس غلات برشا,happiness,43
273,فهمينا علاش راكي تروحي لتونس,happiness,28
274,كيف عاش شعب جزاءري ثمانينات احنا نعيشوا توا تونس,happiness,48
276,كيفاش قال سيدة لاية تاعنا تونس مسرور ضاحك,happiness,41
277,حوار رائع شاء الله تبارك الله,happiness,29
278,نعمبلي أخة هو الله بارك الله مشاء اللٰه ربي يحفظاه هو هو,happiness,56
279,تونس كلشي غالي بزاف جزائر عندك فلوس أو ماكين الو الكحط الله حفظ,happiness,63
280,أي حق تونس غالية برشا ناحية غذاءي خاص نصرفو أكثر شهري حاجة حيدة سمحة تونس الي عندنا دينار مازال قضى غرار بلد آخر غلاء معيشي برشا,happiness,128
281,حمد اللٰه ربي معانا عايش لباس,happiness,29
282,البنت صغير شاب الله بارك,happiness,24
283,سعر غلات برشا تونس هو حق امرأة كلام هو صحيح ربي وفق هو,happiness,54
284,عندي مدامت تونسي ظل هو روح تونس نتيل قلت هو محل نجى هو الو مسرور ضاحك مسرور ضاحك,happiness,80
285,حنى احنا نبوس ارض تونس يا جزاؤرية تونس خير حمد اللٰه باس احنا عناس طرول غاز عايشين خير حمد الذي هو,happiness,98
286,عايشين حمد اللٰه باس على هو هو فقير بلد بترول عايشين طابير,happiness,58
287,غالية اقعدي بلد هو حوس هو الله بارك راهي قار شرق غرب شمال جنوب كون جيت انا بلاصة غالية انروحش لي هو,happiness,99
289,هذال علاش ماشين جايين على تونس,happiness,30
290,مرا فحلة ألف راجل متحمس سعيد متحمس سعيد تحية كبير ليك ربي أعطى صحة عافية أفرح ولد,happiness,81
291,مسكن بنت تونس وحدة أعرض قلى عندي إلى جهاز مخابرات شرطة,happiness,54
